"id";"listing_url";"scrape_id";"last_scraped";"name";"picture_url";"host_id";"host_url";"host_since";"host_response_rate";"host_acceptance_rate";"host_is_superhost";"host_listings_count";"host_total_listings_count";"host_verifications";"host_has_profile_pic";"host_identity_verified";"neighbourhood_cleansed";"latitude";"longitude";"property_type";"room_type";"accommodates";"bathrooms_text";"bedrooms";"beds";"amenities";"price";"minimum_nights";"maximum_nights";"minimum_minimum_nights";"maximum_minimum_nights";"minimum_maximum_nights";"maximum_maximum_nights";"minimum_nights_avg_ntm";"maximum_nights_avg_ntm";"has_availability";"availability_30";"availability_60";"availability_90";"availability_365";"calendar_last_scraped";"number_of_reviews";"number_of_reviews_ltm";"number_of_reviews_l30d";"first_review";"last_review";"review_scores_rating";"review_scores_accuracy";"review_scores_cleanliness";"review_scores_checkin";"review_scores_communication";"review_scores_location";"review_scores_value";"instant_bookable";"calculated_host_listings_count";"calculated_host_listings_count_entire_homes";"calculated_host_listings_count_private_rooms";"calculated_host_listings_count_shared_rooms";"reviews_per_month";"Dataset"
3781;"https://www.airbnb.com/rooms/3781";20210420194355;"2021-04-21";"HARBORSIDE-Walk to subway";"https://a0.muscache.com/pictures/24670/b2de0442_original.jpg";4804;"https://www.airbnb.com/users/show/4804";"2008-12-03";100.0;41.0;False;5.0;5.0;"['email', 'phone', 'reviews']";True;False;"East Boston";42.36413;-71.02991;"Entire apartment";"Entire home/apt";2;"1 bath";1.0;0.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";125.0;32;1125;32.0;32.0;1125.0;1125.0;32.0;1125.0;True;1;1;1;106;"2021-04-21";19;3;0;"2015-07-10";"2021-02-26";99.0;10.0;10.0;10.0;10.0;10.0;10.0;False;1;1;0;0;0.27;"Boston"
6695;"https://www.airbnb.com/rooms/6695";20210420194355;"2021-04-21";"$99 Special!! Home Away! Condo";"https://a0.muscache.com/pictures/38ac4797-e7a4-48d8-84a5-e1f724f4282b.jpg";8229;"https://www.airbnb.com/users/show/8229";"2009-02-19";0.0;0.0;True;4.0;4.0;"['email', 'phone', 'reviews', 'kba']";True;True;"Roxbury";42.32802;-71.09387;"Entire condominium";"Entire home/apt";4;"1 bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Keypad"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";169.0;29;730;29.0;29.0;730.0;730.0;29.0;730.0;True;8;19;40;40;"2021-04-21";115;0;0;"2009-08-06";"2019-11-02";96.0;10.0;10.0;10.0;10.0;9.0;10.0;False;4;4;0;0;0.81;"Boston"
10813;"https://www.airbnb.com/rooms/10813";20210420194355;"2021-04-23";"Back Bay Apt-blocks to subway, Newbury St, The Pru";"https://a0.muscache.com/pictures/20b5b9c9-e1f4-43a5-9689-1293a4507510.jpg";38997;"https://www.airbnb.com/users/show/38997";"2009-09-16";97.0;17.0;False;15.0;15.0;"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"Back Bay";42.35061;-71.08787;"Entire apartment";"Entire home/apt";3;"1 bath";0.0;1.0;"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Cooking basics"", ""TV with standard cable"", ""Air conditioning"", ""Long term stays allowed"", ""Cable TV"", ""Stove"", ""Shampoo"", ""Coffee maker"", ""Iron"", ""Hot water"", ""Fire extinguisher"", ""Hair dryer"", ""Dishes and silverware"", ""Microwave"", ""Hangers""]";96.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;29;59;63;307;"2021-04-23";5;1;0;"2016-05-23";"2020-12-02";99.0;10.0;10.0;10.0;10.0;10.0;10.0;False;11;11;0;0;0.08;"Boston"
10986;"https://www.airbnb.com/rooms/10986";20210420194355;"2021-04-21";"North End (Waterfront area)  CLOSE TO MGH & SUBWAY";"https://a0.muscache.com/pictures/46994/567b6064_original.jpg";38997;"https://www.airbnb.com/users/show/38997";"2009-09-16";97.0;17.0;False;15.0;15.0;"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"North End";42.36377;-71.05206;"Entire condominium";"Entire home/apt";2;"1 bath";0.0;1.0;"[""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Heating"", ""Wifi"", ""Carbon monoxide alarm"", ""Microwave"", ""Lockbox"", ""Air conditioning"", ""Cable TV"", ""Hot water"", ""Long term stays allowed"", ""Essentials"", ""Coffee maker"", ""Hangers"", ""Cooking basics"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";96.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;1;18;293;"2021-04-21";2;0;0;"2016-05-23";"2016-05-23";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;11;11;0;0;0.03;"Boston"
13247;"https://www.airbnb.com/rooms/13247";20210420194355;"2021-04-21";"Back Bay studio apartment";"https://a0.muscache.com/pictures/miso/Hosting-13247/original/c735e21c-40dc-4c20-95f3-45a643a93f81.jpeg";51637;"https://www.airbnb.com/users/show/51637";"2009-11-05";0.0;0.0;False;0.0;0.0;"['email', 'phone']";True;False;"Back Bay";42.35164;-71.08752;"Entire home/apt";"Entire home/apt";1;"1 bath";0.0;0.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Freezer"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Electric stove"", ""Microwave"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Bathtub"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";75.0;91;365;91.0;91.0;365.0;365.0;91.0;365.0;False;0;0;0;0;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;2;2;0;0;0.0;"Boston"
16384;"https://www.airbnb.com/rooms/16384";20210420194355;"2021-04-21";"Small Room in Cambridge Kendall MIT";"https://a0.muscache.com/pictures/506512/5d8f63bd_original.jpg";23078;"https://www.airbnb.com/users/show/23078";"2009-06-24";80.0;20.0;False;5.0;5.0;"['email', 'phone', 'facebook', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']";True;True;"Beacon Hill";42.35956;-71.0698;"Private room in apartment";"Private room";1;"1 shared bath";1.0;0.0;"[""Wifi"", ""Long term stays allowed""]";50.0;91;730;91.0;91.0;730.0;730.0;91.0;730.0;True;30;60;90;365;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1;0;1;0;0.0;"Boston"
18711;"https://www.airbnb.com/rooms/18711";20210420194355;"2021-04-21";"The Dorset Redline | 3BR 1BA | Short walk to Redline for Mass General and UMass!";"https://a0.muscache.com/pictures/509158a7-36bc-43f3-b068-fcdb9329c13d.jpg";71783;"https://www.airbnb.com/users/show/71783";"2010-01-19";79.0;96.0;False;30.0;30.0;"['email', 'phone', 'reviews', 'kba', 'work_email']";True;True;"Dorchester";42.32212;-71.06096;"Entire apartment";"Entire home/apt";7;"1 bath";3.0;3.0;"[""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Smart lock"", ""Shampoo"", ""Security cameras on property"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Pack \u2019n Play/travel crib"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dedicated workspace"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";111.0;30;1125;30.0;30.0;1125.0;1125.0;30.0;1125.0;True;0;0;2;252;"2021-04-21";52;0;0;"2010-05-12";"2019-10-05";86.0;9.0;9.0;9.0;9.0;9.0;9.0;True;29;16;13;0;0.39;"Boston"
22195;"https://www.airbnb.com/rooms/22195";20210420194355;"2021-04-22";"Copley House - Premium Studio";"https://a0.muscache.com/pictures/2da762e2-3902-42fb-8235-c76cf5c7f032.jpg";85130;"https://www.airbnb.com/users/show/85130";"2010-02-24";95.0;98.0;False;7.0;7.0;"['email', 'phone', 'reviews', 'jumio', 'government_id']";True;True;"South End";42.34363;-71.07985;"Room in aparthotel";"Private room";4;"1 shared bath";0.0;2.0;"[""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Paid parking off premises"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Stove"", ""Pack \u2019n Play/travel crib"", ""Hangers"", ""Cooking basics"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Host greets you"", ""Dishes and silverware"", ""Smoke alarm""]";140.0;1;1125;1.0;4.0;1125.0;1125.0;1.3;1125.0;True;0;0;0;0;"2021-04-22";30;9;0;"2010-05-21";"2021-03-14";74.0;7.0;8.0;9.0;9.0;9.0;8.0;True;6;1;5;0;0.23;"Boston"
22354;"https://www.airbnb.com/rooms/22354";20210420194355;"2021-04-21";"COPLEY SQ...19TH C.TWNHSE SUNNY RM";"https://a0.muscache.com/pictures/75399104/fbf9c621_original.jpg";85770;"https://www.airbnb.com/users/show/85770";"2010-02-26";0.0;0.0;False;4.0;4.0;"['email', 'phone', 'reviews', 'kba', 'work_email']";True;False;"South End";42.34487;-71.07441;"Private room in house";"Private room";1;"0";1.0;1.0;"[""Air conditioning"", ""Essentials"", ""Hot water"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Long term stays allowed""]";148.0;29;90;29.0;29.0;90.0;90.0;29.0;90.0;True;30;60;90;90;"2021-04-21";316;0;0;"2011-08-02";"2019-12-13";89.0;10.0;9.0;10.0;10.0;10.0;9.0;True;4;0;4;0;2.67;"Boston"
29765;"https://www.airbnb.com/rooms/29765";20210420194355;"2021-04-21";"Luxury suite, Moroccan furnishings";"https://a0.muscache.com/pictures/621420/77d899c1_original.jpg";128280;"https://www.airbnb.com/users/show/128280";"2010-05-19";100.0;100.0;False;2.0;2.0;"['email', 'phone', 'reviews', 'kba']";True;True;"Charlestown";42.37754;-71.06642;"Entire apartment";"Entire home/apt";2;"1 bath";1.0;1.0;"[""Fire extinguisher"", ""Refrigerator"", ""Indoor fireplace"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Air conditioning"", ""Backyard"", ""Hot water"", ""Cable TV"", ""First aid kit"", ""Breakfast"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Essentials"", ""Coffee maker"", ""Hangers"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";226.0;2;21;2.0;2.0;21.0;21.0;2.0;21.0;True;19;34;62;179;"2021-04-21";93;0;0;"2010-05-24";"2018-10-21";99.0;10.0;10.0;10.0;10.0;10.0;10.0;False;2;1;1;0;0.7;"Boston"
40601;"https://www.airbnb.com/rooms/40601";20210420194355;"2021-04-21";"Private room & bath - Jamaica Plain";"https://a0.muscache.com/pictures/508984/678a928d_original.jpg";174986;"https://www.airbnb.com/users/show/174986";"2010-07-20";80.0;100.0;False;1.0;1.0;"['email', 'phone', 'reviews', 'kba', 'work_email']";True;True;"Jamaica Plain";42.31347;-71.11082;"Private room in house";"Private room";2;"1.5 baths";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Indoor fireplace"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Shampoo"", ""Security cameras on property"", ""Air conditioning"", ""Backyard"", ""Hot water"", ""Cable TV"", ""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""TV with standard cable"", ""Kitchen"", ""Host greets you"", ""Dishes and silverware"", ""Smoke alarm""]";85.0;28;180;28.0;28.0;180.0;180.0;28.0;180.0;True;0;8;18;261;"2021-04-21";78;3;0;"2010-08-27";"2020-12-31";99.0;10.0;10.0;10.0;10.0;10.0;10.0;False;1;0;1;0;0.6;"Boston"
45987;"https://www.airbnb.com/rooms/45987";20210420194355;"2021-04-21";"Gorgeous Garden Studio Charlestown";"https://a0.muscache.com/pictures/261758/678964ca_original.jpg";205107;"https://www.airbnb.com/users/show/205107";"2010-08-18";0.0;100.0;True;1.0;1.0;"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']";True;True;"Charlestown";42.37424;-71.06081;"Entire apartment";"Entire home/apt";3;"1 bath";1.0;0.0;"[""Shampoo"", ""Washer"", ""Air conditioning"", ""Kitchen"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Long term stays allowed"", ""Dryer""]";125.0;29;180;29.0;29.0;180.0;180.0;29.0;180.0;True;29;59;89;89;"2021-04-21";130;0;0;"2010-08-23";"2019-12-10";93.0;9.0;10.0;9.0;9.0;10.0;9.0;False;1;1;0;0;1.0;"Boston"
60029;"https://www.airbnb.com/rooms/60029";20210420194355;"2021-04-22";"Room in geographical heart of Hub";"https://a0.muscache.com/pictures/3bf41756-488c-43b6-a66d-1e752ba09082.jpg";255183;"https://www.airbnb.com/users/show/255183";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Roxbury";42.32546;-71.08894;"Private room in apartment";"Private room";1;"1 shared bath";1.0;1.0;"[""Dedicated workspace"", ""Shampoo"", ""Bed linens"", ""Backyard"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Free street parking"", ""Host greets you"", ""Carbon monoxide alarm"", ""Hot water"", ""Iron"", ""Heating"", ""Smoke alarm"", ""First aid kit"", ""Wifi"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Extra pillows and blankets""]";78.0;14;120;14.0;14.0;120.0;120.0;14.0;120.0;True;0;0;20;110;"2021-04-22";141;0;0;"2011-01-01";"2019-08-13";95.0;9.0;9.0;10.0;10.0;9.0;9.0;False;5;1;4;0;1.12;"Boston"
67774;"https://www.airbnb.com/rooms/67774";20210420194355;"2021-04-21";"Corner 1 bed facing Golden Dome";"https://a0.muscache.com/pictures/95ad5d58-7fc3-4f26-a88a-35e1f2b58e6b.jpg";26988;"https://www.airbnb.com/users/show/26988";"2009-07-22";100.0;75.0;True;7.0;7.0;"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"Downtown";42.35689;-71.06206;"Entire condominium";"Entire home/apt";3;"1 bath";1.0;1.0;"[""Washer"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Paid parking off premises"", ""Microwave"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Elevator"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";90.0;91;260;91.0;91.0;260.0;260.0;91.0;260.0;True;19;19;19;265;"2021-04-21";44;0;0;"2012-11-16";"2019-10-30";96.0;10.0;9.0;10.0;10.0;10.0;10.0;False;5;5;0;0;0.43;"Boston"
69369;"https://www.airbnb.com/rooms/69369";20210420194355;"2021-04-22";"Entire two-bedroom apartment near Longwood";"https://a0.muscache.com/pictures/30864184/b70aedf9_original.jpg";255183;"https://www.airbnb.com/users/show/255183";"1900-01-01";0.0;0.0;False;0.0;0.0;"None";False;False;"Roxbury";42.32546;-71.08894;"Entire apartment";"Entire home/apt";3;"1 bath";2.0;2.0;"[""Washer"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Backyard"", ""Hot water"", ""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Free street parking"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""Host greets you"", ""Dishes and silverware"", ""Smoke alarm""]";100.0;28;180;28.0;28.0;180.0;180.0;28.0;180.0;True;0;0;0;47;"2021-04-22";120;0;0;"2011-05-23";"2019-11-15";95.0;10.0;9.0;10.0;10.0;9.0;9.0;False;5;1;4;0;0.99;"Boston"
77681;"https://www.airbnb.com/rooms/77681";20210420194355;"2021-04-21";"Waterfall Room: Bunker Hill B&B";"https://a0.muscache.com/pictures/639949/96d3c990_original.jpg";416912;"https://www.airbnb.com/users/show/416912";"2011-03-01";100.0;50.0;False;1.0;1.0;"['email', 'phone', 'reviews']";True;False;"Charlestown";42.37865;-71.06373;"Private room in apartment";"Private room";2;"1 bath";1.0;1.0;"[""Washer"", ""Air conditioning"", ""Kitchen"", ""Hot tub"", ""Heating"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""TV"", ""Dryer""]";140.0;2;730;2.0;2.0;730.0;730.0;2.0;730.0;True;30;60;90;359;"2021-04-21";54;0;0;"2011-09-19";"2019-11-02";87.0;9.0;9.0;9.0;9.0;10.0;9.0;False;1;0;1;0;0.46;"Boston"
163941;"https://www.airbnb.com/rooms/163941";20210420194355;"2021-04-21";"$99* SPECIAL* 2 bed ApT! Location!";"https://a0.muscache.com/pictures/5f54c0a9-9f39-4f2f-972b-00900563f9ab.jpg";8229;"https://www.airbnb.com/users/show/8229";"2009-02-19";0.0;0.0;True;4.0;4.0;"['email', 'phone', 'reviews', 'kba']";True;True;"Roxbury";42.32806;-71.09423;"Entire condominium";"Entire home/apt";6;"1 bath";2.0;3.0;"[""Washer"", ""Fire extinguisher"", ""Refrigerator"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Keypad"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Private entrance"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";231.0;29;365;29.0;29.0;365.0;365.0;29.0;365.0;True;0;0;0;0;"2021-04-21";228;0;0;"2011-08-19";"2019-12-30";93.0;10.0;10.0;10.0;10.0;9.0;9.0;False;4;4;0;0;1.94;"Boston"
182613;"https://www.airbnb.com/rooms/182613";20210420194355;"2021-04-22";"Great 2BR in Boston near everything w free parking";"https://a0.muscache.com/pictures/3293f722-4a56-46bc-9519-cdacf359f764.jpg";875739;"https://www.airbnb.com/users/show/875739";"2011-07-26";0.0;100.0;False;1.0;1.0;"['email', 'phone', 'facebook', 'reviews', 'kba']";True;False;"Charlestown";42.37739;-71.06199;"Entire apartment";"Entire home/apt";6;"1 bath";2.0;4.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Room-darkening shades"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Luggage dropoff allowed"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Babysitter recommendations"", ""Bathtub"", ""Stove"", ""Pack \u2019n Play/travel crib"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Host greets you"", ""Dishes and silverware"", ""Smoke alarm"", ""Ethernet connection""]";129.0;91;1125;91.0;91.0;1125.0;1125.0;91.0;1125.0;True;12;12;12;12;"2021-04-22";107;1;0;"2011-08-06";"2020-11-22";96.0;10.0;10.0;10.0;10.0;10.0;10.0;True;1;1;0;0;0.9;"Boston"
190170;"https://www.airbnb.com/rooms/190170";20210420194355;"2021-04-22";"In-Law Suite w/Room to Spare :-)";"https://a0.muscache.com/pictures/1251170/4069d029_original.jpg";841314;"https://www.airbnb.com/users/show/841314";"2011-07-19";25.0;67.0;False;1.0;1.0;"['email', 'phone', 'reviews', 'kba']";True;True;"Dorchester";42.30953;-71.0706;"Entire guest suite";"Entire home/apt";4;"1 bath";2.0;2.0;"[""TV with standard cable"", ""Kitchen"", ""Essentials"", ""Fire extinguisher"", ""Host greets you"", ""Carbon monoxide alarm"", ""Cable TV"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Long term stays allowed""]";40.0;7;365;7.0;7.0;1125.0;1125.0;7.0;1125.0;True;0;0;0;0;"2021-04-22";72;3;0;"2011-08-15";"2021-01-16";91.0;9.0;9.0;10.0;9.0;8.0;9.0;False;1;1;0;0;0.61;"Boston"
197727;"https://www.airbnb.com/rooms/197727";20210420194355;"2021-04-21";"Great Boston neighborhood , Jamaica Plain";"https://a0.muscache.com/pictures/1b272a66-798d-45c8-b1b6-094974829302.jpg";964356;"https://www.airbnb.com/users/show/964356";"2011-08-13";100.0;88.0;True;1.0;1.0;"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']";True;True;"Jamaica Plain";42.31331;-71.12061;"Private room in apartment";"Private room";1;"1 shared bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Indoor fireplace"", ""Single level home"", ""Cleaning before checkout"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Microwave"", ""Lock on bedroom door"", ""Shampoo"", ""Lake access"", ""Backyard"", ""Hot water"", ""Cable TV"", ""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""BBQ grill"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Host greets you"", ""Dishes and silverware"", ""Smoke alarm""]";50.0;30;180;30.0;30.0;180.0;180.0;30.0;180.0;True;0;0;23;113;"2021-04-21";47;3;0;"2011-09-24";"2021-01-31";99.0;10.0;10.0;10.0;10.0;10.0;10.0;False;1;0;1;0;0.4;"Boston"
197972;"https://www.airbnb.com/rooms/197972";20210420194355;"2021-04-21";"Serene Studio in a Perfect Location";"https://a0.muscache.com/pictures/miso/Hosting-197972/original/d3103ab8-d752-476b-bfab-eb9d719f946c.jpeg";965697;"https://www.airbnb.com/users/show/965697";"2011-08-13";100.0;100.0;True;2.0;2.0;"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']";True;True;"Jamaica Plain";42.31533;-71.11025;"Entire apartment";"Entire home/apt";2;"1 bath";1.0;1.0;"[""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""Private entrance"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";135.0;4;90;4.0;4.0;1125.0;1125.0;4.0;1125.0;True;0;4;9;77;"2021-04-21";400;12;2;"2011-10-18";"2021-04-18";97.0;10.0;10.0;10.0;10.0;10.0;10.0;True;2;2;0;0;3.45;"Boston"
210097;"https://www.airbnb.com/rooms/210097";20210420194355;"2021-04-23";"Treetop Haven in the City";"https://a0.muscache.com/pictures/3726439/e4e357b6_original.jpg";1035747;"https://www.airbnb.com/users/show/1035747";"2011-08-29";100.0;94.0;True;1.0;1.0;"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id']";True;True;"Jamaica Plain";42.31685;-71.10867;"Entire house";"Entire home/apt";2;"1 bath";0.0;1.0;"[""Wifi"", ""Kitchen"", ""Refrigerator"", ""Sound system"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Laundromat nearby"", ""Private entrance"", ""Extra pillows and blankets"", ""Essentials"", ""Free street parking"", ""Heating"", ""Smoke alarm"", ""Host greets you"", ""Body soap"", ""Oven"", ""Cooking basics"", ""Dishes and silverware"", ""TV with standard cable"", ""Air conditioning"", ""Long term stays allowed"", ""Cable TV"", ""Beach essentials"", ""Stove"", ""Shampoo"", ""Patio or balcony"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Lake access"", ""Hot water"", ""Conditioner"", ""Fire extinguisher"", ""Hair dryer"", ""First aid kit"", ""Portable fans"", ""Microwave"", ""Hangers""]";93.0;3;31;3.0;3.0;31.0;31.0;3.0;31.0;True;3;14;16;182;"2021-04-23";205;13;2;"2011-09-16";"2021-04-12";97.0;10.0;10.0;10.0;10.0;10.0;10.0;False;1;1;0;0;1.75;"Boston"
