"id";"listing_url";"scrape_id";"last_scraped";"name";"picture_url";"host_id";"host_url";"host_since";"host_response_rate";"host_acceptance_rate";"host_is_superhost";"host_listings_count";"host_total_listings_count";"host_verifications";"host_has_profile_pic";"host_identity_verified";"neighbourhood_cleansed";"latitude";"longitude";"property_type";"room_type";"accommodates";"bathrooms_text";"bedrooms";"beds";"amenities";"price";"minimum_nights";"maximum_nights";"minimum_minimum_nights";"maximum_minimum_nights";"minimum_maximum_nights";"maximum_maximum_nights";"minimum_nights_avg_ntm";"maximum_nights_avg_ntm";"has_availability";"availability_30";"availability_60";"availability_90";"availability_365";"calendar_last_scraped";"number_of_reviews";"number_of_reviews_ltm";"number_of_reviews_l30d";"first_review";"last_review";"review_scores_rating";"review_scores_accuracy";"review_scores_cleanliness";"review_scores_checkin";"review_scores_communication";"review_scores_location";"review_scores_value";"instant_bookable";"calculated_host_listings_count";"calculated_host_listings_count_entire_homes";"calculated_host_listings_count_private_rooms";"calculated_host_listings_count_shared_rooms";"reviews_per_month";"Dataset"
40365393;"https://www.airbnb.com/rooms/40365393";20210420194355;"2021-04-22";"Smart South Boston 1BR w/ W/D in unit, nr. Carson Beach, by Blueground";"https://a0.muscache.com/pictures/fba61487-f552-4f1b-928e-30e577580946.jpg";107434423;"https://www.airbnb.com/users/show/107434423";"2016-12-16";100.0;99.0;False;1486.0;1486.0;"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']";True;True;"South Boston";42.33096;-71.04379;"Entire apartment";"Entire home/apt";2;"1 bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Paid parking on premises"", ""Oven"", ""Elevator"", ""Hangers"", ""Dryer"", ""Bed linens"", ""Kitchen"", ""Gym"", ""Smoke alarm""]";142.0;32;1125;32.0;730.0;1125.0;1125.0;711.8;1125.0;True;12;42;72;347;"2021-04-22";1;1;0;"2021-01-21";"2021-01-21";40.0;2.0;10.0;6.0;2.0;10.0;6.0;True;129;129;0;0;0.33;"Boston"
40365443;"https://www.airbnb.com/rooms/40365443";20210420194355;"2021-04-21";"Mod South Boston 1BR w/ Doorman, W/D, nr. Seaport, by Blueground";"https://a0.muscache.com/pictures/0e882e2f-ad79-4317-9dee-26ac764d4d10.jpg";107434423;"https://www.airbnb.com/users/show/107434423";"2016-12-16";100.0;99.0;False;1486.0;1486.0;"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']";True;True;"South Boston";42.34114;-71.04958;"Entire apartment";"Entire home/apt";2;"1 bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Air conditioning"", ""Backyard"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Bathtub"", ""Oven"", ""Elevator"", ""Hangers"", ""Dryer"", ""Bed linens"", ""Kitchen"", ""Gym"", ""Smoke alarm""]";155.0;32;1125;32.0;730.0;1125.0;1125.0;706.4;1125.0;True;0;30;60;335;"2021-04-21";1;1;0;"2020-06-24";"2020-06-24";100.0;10.0;10.0;8.0;10.0;10.0;8.0;True;129;129;0;0;0.1;"Boston"
40375320;"https://www.airbnb.com/rooms/40375320";20210420194355;"2021-04-21";"Modern Studio in Boston Near Metro + Pet-Friendly";"https://a0.muscache.com/pictures/2e10e9ef-f757-4f99-b8c7-40c3b7b8927b.jpg";48005494;"https://www.airbnb.com/users/show/48005494";"2015-11-02";100.0;98.0;False;1318.0;1318.0;"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']";True;True;"Downtown";42.35287;-71.05224;"Entire serviced apartment";"Entire home/apt";2;"1 bath";0.0;0.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Shower gel"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm"", ""Ethernet connection""]";164.0;31;1125;31.0;31.0;1125.0;1125.0;31.0;1125.0;True;1;1;1;256;"2021-04-21";2;2;1;"2021-02-01";"2021-03-22";70.0;9.0;10.0;10.0;6.0;9.0;9.0;True;16;16;0;0;0.75;"Boston"
40375467;"https://www.airbnb.com/rooms/40375467";20210420194355;"2021-04-22";"Lovely Studio in Boston Near Metro + Pet-Friendly";"https://a0.muscache.com/pictures/a94bdbda-49bd-44d3-95d9-062a823def34.jpg";48005494;"https://www.airbnb.com/users/show/48005494";"2015-11-02";100.0;98.0;False;1318.0;1318.0;"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']";True;True;"Downtown";42.35459;-71.05346;"Entire serviced apartment";"Entire home/apt";2;"1 bath";0.0;0.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Oven"", ""Hangers"", ""Shower gel"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm"", ""Ethernet connection""]";149.0;31;1125;31.0;31.0;1125.0;1125.0;31.0;1125.0;True;14;44;74;349;"2021-04-22";2;2;1;"2020-12-26";"2021-03-28";100.0;10.0;10.0;10.0;10.0;10.0;10.0;True;16;16;0;0;0.51;"Boston"
40423797;"https://www.airbnb.com/rooms/40423797";20210420194355;"2021-04-21";"Lux South Boston 1BR w/ Doorman, W/D, nr. Seaport, by Blueground";"https://a0.muscache.com/pictures/df0d7d1d-a510-44a6-893a-84060ec99be2.jpg";107434423;"https://www.airbnb.com/users/show/107434423";"2016-12-16";100.0;99.0;False;1486.0;1486.0;"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']";True;True;"South Boston";42.34114;-71.04958;"Entire apartment";"Entire home/apt";2;"1 bath";1.0;1.0;"[""Washer"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Air conditioning"", ""Backyard"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Bathtub"", ""Oven"", ""Elevator"", ""Hangers"", ""Dryer"", ""Bed linens"", ""Kitchen"", ""Gym"", ""Smoke alarm""]";155.0;32;1125;32.0;730.0;1125.0;1125.0;711.8;1125.0;True;17;47;77;352;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;129;129;0;0;0.0;"Boston"
40424027;"https://www.airbnb.com/rooms/40424027";20210420194355;"2021-04-20";"2-2 ★ALLSTON★ 3 Mins to Green Line T";"https://a0.muscache.com/pictures/c2421445-9ec6-4393-837c-2a7d51fd871a.jpg";290984032;"https://www.airbnb.com/users/show/290984032";"2019-09-02";0.0;0.0;False;8.0;8.0;"['email', 'phone']";True;False;"Allston";42.35136;-71.13603;"Private room in house";"Private room";2;"2 shared baths";1.0;1.0;"[""Patio or balcony"", ""Long term stays allowed"", ""Hair dryer"", ""Dedicated workspace"", ""Lockbox"", ""Lock on bedroom door"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Wifi"", ""Luggage dropoff allowed"", ""Hot water"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Iron"", ""Heating"", ""First aid kit"", ""Cooking basics"", ""Kitchen"", ""Security cameras on property"", ""Stove"", ""Shampoo"", ""Microwave"", ""Bed linens"", ""Carbon monoxide alarm""]";77.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;0;"2021-04-20";4;0;0;"2019-12-11";"2020-03-16";100.0;10.0;10.0;10.0;10.0;10.0;10.0;True;8;0;8;0;0.24;"Boston"
40424417;"https://www.airbnb.com/rooms/40424417";20210420194355;"2021-04-23";"2-3 ★ALLSTON★ 3 Mins to Green Line T";"https://a0.muscache.com/pictures/3c511fa8-4632-45d8-b959-9f1ede1008a3.jpg";290984032;"https://www.airbnb.com/users/show/290984032";"2019-09-02";0.0;0.0;False;8.0;8.0;"['email', 'phone']";True;False;"Allston";42.35122;-71.13456;"Private room in house";"Private room";2;"2 shared baths";1.0;1.0;"[""Wifi"", ""Kitchen"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Lockbox"", ""Essentials"", ""Heating"", ""Smoke alarm"", ""Oven"", ""Cooking basics"", ""Long term stays allowed"", ""Stove"", ""Shampoo"", ""Patio or balcony"", ""Bed linens"", ""Coffee maker"", ""Iron"", ""Hot water"", ""Security cameras on property"", ""Hair dryer"", ""First aid kit"", ""Dishes and silverware"", ""Microwave"", ""Hangers""]";77.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;0;"2021-04-23";3;0;0;"2019-12-23";"2020-02-15";80.0;9.0;9.0;8.0;8.0;8.0;7.0;True;8;0;8;0;0.18;"Boston"
40429003;"https://www.airbnb.com/rooms/40429003";20210420194355;"2021-04-22";"Renovated,Fully Furnished 1 Bedroom in Back Bay";"https://a0.muscache.com/pictures/8a2c17f1-cee9-455f-a2d2-d2693a7ba45e.jpg";266312920;"https://www.airbnb.com/users/show/266312920";"2019-06-04";100.0;86.0;False;30.0;30.0;"['email', 'phone', 'work_email']";True;True;"Back Bay";42.35224;-71.08072;"Entire condominium";"Entire home/apt";4;"1 bath";1.0;2.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Microwave"", ""Lockbox"", ""Shampoo"", ""Air conditioning"", ""Backyard"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Bathtub"", ""Stove"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";97.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;76;"2021-04-22";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;15;14;1;0;0.0;"Boston"
40439006;"https://www.airbnb.com/rooms/40439006";20210420194355;"2021-04-21";"Bright Spacious Apt w/ Free On Street Parking";"https://a0.muscache.com/pictures/a53f836d-4f27-42ec-9a42-2ce63dcc23d5.jpg";116319471;"https://www.airbnb.com/users/show/116319471";"2017-02-13";100.0;100.0;False;1.0;1.0;"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']";True;True;"Dorchester";42.29144;-71.0664;"Entire apartment";"Entire home/apt";6;"1 bath";3.0;3.0;"[""Dishwasher"", ""Refrigerator"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Shampoo"", ""Security cameras on property"", ""Air conditioning"", ""Hot water"", ""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Bathtub"", ""Stove"", ""Oven"", ""Hangers"", ""Shower gel"", ""Cooking basics"", ""Baking sheet"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";245.0;1;1125;1.0;2.0;1125.0;1125.0;1.4;1125.0;True;0;0;0;227;"2021-04-21";7;4;0;"2020-03-01";"2020-11-15";94.0;9.0;10.0;9.0;9.0;9.0;9.0;True;2;2;0;0;0.5;"Boston"
40469593;"https://www.airbnb.com/rooms/40469593";20210420194355;"2021-04-22";"★ Tiny & Cozy Room | Walking to Airport + Subway ★";"https://a0.muscache.com/pictures/4846e1e3-d999-455b-8c6d-0b333084d89a.jpg";1407005;"https://www.airbnb.com/users/show/1407005";"2011-11-14";0.0;80.0;False;3.0;3.0;"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id']";True;True;"East Boston";42.37798;-71.03408;"Private room in house";"Private room";2;"1.5 shared baths";1.0;1.0;"[""Lock on bedroom door"", ""Smart lock"", ""Shampoo"", ""Air conditioning"", ""Essentials"", ""Fire extinguisher"", ""Kitchen"", ""Coffee maker"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Iron"", ""Heating"", ""Smoke alarm"", ""First aid kit"", ""Wifi"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Luggage dropoff allowed""]";66.0;29;30;29.0;29.0;30.0;30.0;29.0;30.0;True;30;60;89;89;"2021-04-22";17;6;0;"2019-12-20";"2020-11-29";99.0;10.0;10.0;10.0;10.0;10.0;10.0;False;3;0;3;0;1.04;"Boston"
40483415;"https://www.airbnb.com/rooms/40483415";20210420194355;"2021-04-22";"Nice rm on Green T 10 mins wlk to BC sumer discont";"https://a0.muscache.com/pictures/1eea5606-4575-47ad-9c00-379d250eb7f6.jpg";293373619;"https://www.airbnb.com/users/show/293373619";"2019-09-09";88.0;42.0;False;12.0;12.0;"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'work_email']";True;True;"Brighton";42.3442;-71.15268;"Private room in bed and breakfast";"Private room";2;"1 shared bath";1.0;1.0;"[""Dishwasher"", ""Refrigerator"", ""Single level home"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Shampoo"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Bathtub"", ""Stove"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";47.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;7;37;67;342;"2021-04-22";1;1;0;"2020-08-29";"2020-08-29";80.0;10.0;10.0;10.0;10.0;10.0;10.0;False;12;0;12;0;0.13;"Boston"
40485312;"https://www.airbnb.com/rooms/40485312";20210420194355;"2021-04-21";"No3";"https://a0.muscache.com/pictures/2a16381f-118a-4f35-b42f-76c188513400.jpg";310681680;"https://www.airbnb.com/users/show/310681680";"2019-11-19";50.0;100.0;False;5.0;5.0;"['phone']";True;False;"Dorchester";42.30923;-71.05384;"Private room in house";"Private room";2;"1 shared bath";1.0;0.0;"[""Lock on bedroom door"", ""Shampoo"", ""Washer"", ""Air conditioning"", ""Essentials"", ""Kitchen"", ""Microwave"", ""Carbon monoxide alarm"", ""Hot water"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Hair dryer"", ""TV"", ""Dryer""]";50.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;2;"2021-04-21";12;7;0;"2020-02-01";"2020-10-25";93.0;9.0;9.0;10.0;10.0;10.0;10.0;False;5;0;5;0;0.81;"Boston"
40485818;"https://www.airbnb.com/rooms/40485818";20210420194355;"2021-04-22";"Downtown Boston/UMASS/Lovely Private Room(4)";"https://a0.muscache.com/pictures/a15ab05b-dd66-4bd2-8957-19c55f6b37c5.jpg";310681680;"https://www.airbnb.com/users/show/310681680";"2019-11-19";50.0;100.0;False;5.0;5.0;"['phone']";True;False;"Dorchester";42.30978;-71.05396;"Private room in house";"Private room";2;"1 shared bath";1.0;1.0;"[""Lock on bedroom door"", ""Shampoo"", ""Washer"", ""Air conditioning"", ""Essentials"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Hair dryer"", ""TV"", ""Dryer""]";61.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;59;"2021-04-22";28;22;0;"2019-12-07";"2020-11-24";94.0;10.0;9.0;10.0;10.0;10.0;9.0;True;5;0;5;0;1.67;"Boston"
40485953;"https://www.airbnb.com/rooms/40485953";20210420194355;"2021-04-21";"Savin Hill private bedroom/Downtown Boston/UMASS(5";"https://a0.muscache.com/pictures/9a7dc997-e4ed-485c-91f5-269668a8c5f5.jpg";310681680;"https://www.airbnb.com/users/show/310681680";"2019-11-19";50.0;100.0;False;5.0;5.0;"['phone']";True;False;"Dorchester";42.31106;-71.05226;"Private room in house";"Private room";2;"1 shared bath";1.0;1.0;"[""Shampoo"", ""Washer"", ""Air conditioning"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Long term stays allowed"", ""Hangers"", ""Hair dryer"", ""TV"", ""Dryer""]";65.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;110;"2021-04-21";8;6;0;"2019-12-22";"2020-12-08";83.0;9.0;10.0;10.0;9.0;10.0;9.0;True;5;0;5;0;0.49;"Boston"
40493715;"https://www.airbnb.com/rooms/40493715";20210420194355;"2021-04-21";"Sunny, Private, Furnished 1 Bed Condo with Porch";"https://a0.muscache.com/pictures/73388f7d-1f08-4e7d-afde-87dd945bd5d8.jpg";266312920;"https://www.airbnb.com/users/show/266312920";"2019-06-04";100.0;86.0;False;30.0;30.0;"['email', 'phone', 'work_email']";True;True;"Brighton";42.33689;-71.14996;"Entire apartment";"Entire home/apt";4;"1 bath";1.0;2.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Keypad"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Private entrance"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Paid parking on premises"", ""Oven"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";244.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;3;278;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;15;14;1;0;0.0;"Boston"
40493790;"https://www.airbnb.com/rooms/40493790";20210420194355;"2021-04-21";"Furnished , Newly Renovated, Spacious Studio";"https://a0.muscache.com/pictures/d721e04a-dea0-4590-90c1-46c200de2364.jpg";266312920;"https://www.airbnb.com/users/show/266312920";"2019-06-04";100.0;86.0;False;30.0;30.0;"['email', 'phone', 'work_email']";True;True;"Brighton";42.33892;-71.15044;"Entire apartment";"Entire home/apt";2;"1 bath";0.0;1.0;"[""Washer"", ""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Patio or balcony"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Keypad"", ""Shampoo"", ""Air conditioning"", ""Hot water"", ""Cable TV"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Stove"", ""Paid parking on premises"", ""Oven"", ""Cooking basics"", ""Dryer"", ""Dedicated workspace"", ""Bed linens"", ""TV with standard cable"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";86.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;14;289;"2021-04-21";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;15;14;1;0;0.0;"Boston"
40502847;"https://www.airbnb.com/rooms/40502847";20210420194355;"2021-04-22";"Modern Clean Room by Airport, 15 min Downtown";"https://a0.muscache.com/pictures/667cb858-31e8-4230-ba75-218a50f2a779.jpg";1407005;"https://www.airbnb.com/users/show/1407005";"2011-11-14";0.0;80.0;False;3.0;3.0;"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'government_id']";True;True;"East Boston";42.37834;-71.03536;"Private room in house";"Private room";2;"1.5 shared baths";1.0;1.0;"[""Dishwasher"", ""Fire extinguisher"", ""Refrigerator"", ""Iron"", ""Heating"", ""Carbon monoxide alarm"", ""Wifi"", ""Microwave"", ""Lock on bedroom door"", ""Smart lock"", ""Shampoo"", ""Air conditioning"", ""Backyard"", ""Hot water"", ""First aid kit"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Stove"", ""Hangers"", ""Cooking basics"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";76.0;29;29;29.0;29.0;29.0;29.0;29.0;29.0;True;29;59;89;89;"2021-04-22";14;5;0;"2019-12-14";"2020-11-01";97.0;10.0;10.0;10.0;10.0;10.0;10.0;False;3;0;3;0;0.85;"Boston"
40512451;"https://www.airbnb.com/rooms/40512451";20210420194355;"2021-04-21";"T Clean, Safe, & Ready For You! 143-33";"https://a0.muscache.com/pictures/1f6dbbd0-38fc-4481-9714-ff8fef0b4811.jpg";285344759;"https://www.airbnb.com/users/show/285344759";"2019-08-13";100.0;89.0;False;25.0;25.0;"['phone', 'offline_government_id', 'government_id']";True;True;"Bay Village";42.34944;-71.07022;"Private room in apartment";"Private room";2;"1 shared bath";1.0;1.0;"[""Shampoo"", ""Washer"", ""Bed linens"", ""Air conditioning"", ""Essentials"", ""Security cameras on property"", ""Fire extinguisher"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Hair dryer"", ""TV"", ""Dryer""]";74.0;2;500;2.0;2.0;500.0;500.0;2.0;500.0;True;0;0;0;0;"2021-04-21";5;0;0;"2019-12-08";"2020-03-01";88.0;10.0;10.0;10.0;10.0;10.0;10.0;False;25;10;15;0;0.3;"Boston"
40530153;"https://www.airbnb.com/rooms/40530153";20210420194355;"2021-04-20";"One bedroom available";"https://a0.muscache.com/pictures/de8700f6-6452-4196-aa61-e6a9d358beb6.jpg";260850604;"https://www.airbnb.com/users/show/260850604";"2019-05-09";0.0;0.0;False;0.0;0.0;"['email', 'phone', 'work_email']";True;False;"Jamaica Plain";42.32163;-71.10231;"Private room in apartment";"Private room";1;"1 bath";1.0;1.0;"[""Lock on bedroom door"", ""Kitchen"", ""Smoke alarm"", ""Dryer"", ""Long term stays allowed"", ""Wifi"", ""Air conditioning"", ""Hangers"", ""Washer"", ""Heating""]";19.0;271;271;271.0;271.0;271.0;271.0;271.0;271.0;True;0;0;0;0;"2021-04-20";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;1;0;1;0;0.0;"Boston"
40538985;"https://www.airbnb.com/rooms/40538985";20210420194355;"2021-04-22";"Contemporary South End Condo";"https://a0.muscache.com/pictures/b2e68301-e9f1-4a34-bbec-5c2d8162b4e6.jpg";314025657;"https://www.airbnb.com/users/show/314025657";"2019-12-02";100.0;54.0;False;0.0;0.0;"['phone']";True;False;"South End";42.33951;-71.07362;"Entire condominium";"Entire home/apt";2;"2 baths";2.0;2.0;"[""Dedicated workspace"", ""Washer"", ""Air conditioning"", ""Essentials"", ""Fire extinguisher"", ""Kitchen"", ""Carbon monoxide alarm"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Elevator"", ""Free parking on premises"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""TV"", ""Dryer""]";200.0;30;120;30.0;30.0;120.0;120.0;30.0;120.0;True;1;8;17;57;"2021-04-22";2;2;0;"2020-08-14";"2020-10-30";100.0;10.0;10.0;10.0;10.0;10.0;10.0;False;1;1;0;0;0.24;"Boston"
40540038;"https://www.airbnb.com/rooms/40540038";20210420194355;"2021-04-22";"spacious rm 10 min walkTo Bc 3min greenT &Elz hosp";"https://a0.muscache.com/pictures/494349a8-6ece-404c-994f-9190147461b7.jpg";293373619;"https://www.airbnb.com/users/show/293373619";"2019-09-09";88.0;42.0;False;12.0;12.0;"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'work_email']";True;True;"Brighton";42.34386;-71.15277;"Private room in bed and breakfast";"Private room";2;"1 shared bath";1.0;1.0;"[""Dishwasher"", ""Refrigerator"", ""Single level home"", ""Iron"", ""Heating"", ""Wifi"", ""Extra pillows and blankets"", ""Microwave"", ""Lock on bedroom door"", ""Shampoo"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Free street parking"", ""Coffee maker"", ""Bathtub"", ""Stove"", ""Oven"", ""Hangers"", ""Cooking basics"", ""Dedicated workspace"", ""Bed linens"", ""Kitchen"", ""Dishes and silverware"", ""Smoke alarm""]";59.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;1;1;1;1;"2021-04-22";0;0;0;"1900-01-01";"1900-01-01";0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;12;0;12;0;0.0;"Boston"
40540109;"https://www.airbnb.com/rooms/40540109";20210420194355;"2021-04-20";"2-4 ★ALLSTON★ 3 Mins to Green Line T";"https://a0.muscache.com/pictures/71038a5f-7e40-41d8-be48-e4fe8c88f9c6.jpg";290984032;"https://www.airbnb.com/users/show/290984032";"2019-09-02";0.0;0.0;False;8.0;8.0;"['email', 'phone']";True;False;"Allston";42.35115;-71.13544;"Private room in house";"Private room";2;"2 shared baths";1.0;1.0;"[""Patio or balcony"", ""Long term stays allowed"", ""Hair dryer"", ""Dedicated workspace"", ""Lockbox"", ""Lock on bedroom door"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Wifi"", ""Luggage dropoff allowed"", ""Hot water"", ""Coffee maker"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Iron"", ""Heating"", ""First aid kit"", ""Cooking basics"", ""Kitchen"", ""Security cameras on property"", ""Stove"", ""Shampoo"", ""Microwave"", ""Bed linens"", ""Carbon monoxide alarm""]";77.0;29;1125;29.0;29.0;1125.0;1125.0;29.0;1125.0;True;0;0;0;0;"2021-04-20";2;0;0;"2019-12-08";"2020-02-28";100.0;10.0;10.0;10.0;10.0;10.0;10.0;True;8;0;8;0;0.12;"Boston"
